,word,frequency
1787,factorization,186
1788,organ,185
1789,race,185
1790,decide,185
1791,immune,185
1792,effort,185
1793,integrate,184
1794,debt,184
1795,dilation,184
1796,dive,184
1797,activities,184
1798,forehand,184
1799,atmosphere,183
1800,significance,183
1801,sa,183
1802,lecture,183
1803,rights,183
1804,weak,182
1805,numerator,182
1806,visualize,182
1807,meter,182
1808,indian,182
1809,plasma,182
1810,imaginary,182
1811,covalent,182
1812,circulatory,181
1813,circles,181
1814,thought,181
1815,tips,181
1816,transmission,180
1817,interactive,180
1818,carboxylic,180
1819,bonding,180
1820,trig,180
1821,pick,180
1822,drop,180
1823,parametric,180
1824,logic,179
1825,vowel,179
1826,verify,179
1827,forces,179
1828,scene,179
1829,vice,179
1830,cup,179
1831,functional,179
1832,assembly,179
1833,comparative,179
1834,detailed,179
1835,chance,178
1836,roman,178
1837,significant,178
1838,forward,178
1839,progress,178
1840,curricular,178
1841,diseases,178
1842,universal,178
1843,micro,178
1844,sources,177
1845,nitrogen,177
1846,mole,177
1847,suggestion,177
1848,align,177
1849,opening,177
1850,tube,177
1851,title,176
1852,hd,176
1853,atp,176
1854,nc,176
1855,attention,176
1856,gdp,176
1857,cultural,176
1858,night,176
1859,inside,175
1860,♪,175
1861,amplitude,175
1862,verbs,175
1863,efficiency,175
1864,loan,175
1865,static,175
1866,fear,175
1867,intermediate,175
1868,server,175
1869,consumer,175
1870,sinus,175
1871,print,174
1872,inspire,174
1873,g7,174
1874,skin,174
1875,credit,174
1876,strategies,174
1877,arts,174
1878,simply,174
1879,comma,174
1880,indicate,173
1881,histogram,173
1882,corresponding,173
1883,transformations,173
1884,algorithms,173
1885,complement,173
1886,handout,172
1887,death,172
1888,floor,172
1889,ruby,172
1890,grammar,172
1891,listening,172
1892,techniques,172
1893,recognition,171
1894,of,171
1895,diy,171
1896,binary,171
1897,odd,171
1898,hot,170
1899,nation,170
1900,nutrition,170
1901,uniform,170
1902,cash,169
1903,squares,169
1904,finish,169
1905,outcome,169
1906,rotational,169
1907,database,169
1908,classical,169
1909,explicit,169
1910,draft,169
1911,equilateral,169
1912,fill,169
1913,infinity,168
1914,hope,168
1915,wonder,168
1916,divergence,168
1917,integrals,168
1918,instead,168
1919,evaluating,168
1920,investment,168
1921,era,167
1922,recursive,167
1923,dioxide,167
1924,sequences,167
1925,stories,166
1926,bill,166
1927,greek,166
1928,metabolism,166
1929,convention,166
1930,constitution,166
1931,implement,166
1932,describes,166
1933,guideline,166
1934,observation,166
1935,historical,166
1936,federal,165
1937,projection,165
1938,scenario,165
1939,stress,165
1940,dispersion,165
1941,improper,165
1942,replication,165
1943,coordinates,165
1944,incorporate,165
1945,getting,164
1946,defense,164
1947,fungi,164
1948,launch,164
1949,w,164
1950,ll,164
1951,venn,164
1952,kicd,164
1953,diffusion,164
1954,ensure,164
1955,structures,164
1956,spend,164
1957,manipulate,164
1958,q,163
1959,upper,163
1960,id,163
1961,fix,163
1962,consequence,163
1963,lengths,163
1964,prevention,163
1965,backhand,162
1966,cat,162
1967,pole,162
1968,triangular,162
1969,cool,162
1970,nucleus,162
1971,la,161
1972,sister,161
1973,court,161
1974,testing,161
1975,contrast,161
1976,revision,161
1977,pain,161
1978,nose,161
1979,rn,161
1980,alternate,160
1981,sing,160
1982,exact,160
1983,tests,160
1984,civil,160
1985,ratios,159
1986,//www.prathamopenschool.org/coursecontent/videos/h,159
1987,ln,159
1988,isosceles,159
1989,wind,159
1990,handle,159
1991,supportive,159
1992,equivalence,159
1993,correspondence,159
1994,mutation,159
1995,convergence,158
1996,rounding,158
1997,extension,158
1998,pi,158
1999,de,158
2000,budget,158
2001,battery,158
2002,extended,158
2003,conjunction,158
2004,blue,157
2005,virtual,157
2006,hip,157
2007,shell,157
2008,happy,157
2009,possibility,157
2010,spectrum,157
2011,obstacle,157
2012,boundary,157
2013,customer,156
2014,assign,156
2015,sector,156
2016,riemann,156
2017,sand,156
2018,inheritance,156
2019,hole,156
2020,federation,156
2021,panel,156
2022,specifically,155
2023,node.js,155
2024,later,155
2025,colonial,155
2026,interact,155
2027,literacy,155
2028,mechanic,155
2029,interference,155
2030,president,154
2031,adjective,154
2032,external,154
2033,civilization,154
2034,i.e,154
2035,media,154
2036,further,154
2037,resonance,154
2038,acids,154
2039,supplemental,154
2040,ocean,154
2041,exploration,154
2042,native,154
2043,θ,154
2044,prayer,154
2045,recommend,154
2046,actual,154
2047,pyramid,153
2048,responsibility,153
2049,neck,153
2050,symmetrical,153
2051,transcripts,153
2052,regrouping,152
2053,duration,152
2054,interior,152
2055,kingdom,152
2056,refer,152
2057,thus,152
2058,industry,152
2059,probably,152
2060,which,151
2061,bases,151
2062,instrument,151
2063,ago,151
2064,defined,151
2065,milk,151
2066,generation,151
2067,intuitive,151
2068,mitosis,151
2069,popular,151
2070,overcome,151
2071,protection,150
2072,famous,150
2073,innovation,150
2074,win,150
2075,the,150
2076,solubility,150
2077,survey,150
2078,implicit,150
2079,array,150
2080,bicycle,150
2081,tools,150
2082,europe,149
2083,abstract,149
2084,therefore,149
2085,claudia,149
2086,touch,149
2087,gram,149
2088,tennis,149
2089,objects,149
2090,earthquake,149
2091,analog,149
2092,emergency,148
2093,inequations,148
2094,quantum,148
2095,north,148
2096,cook,148
2097,bridge,148
2098,edge,148
2099,sodium,148
2100,accident,148
2101,expanded,148
2102,uses,148
2103,involving,148
2104,cent,148
2105,robot,148
2106,powerful,148
2107,mix,148
2108,integers,148
2109,spell,148
2110,does,147
2111,rectangles,147
2112,inner,147
2113,banking,147
2114,recommended,147
2115,attempt,147
2116,credits,147
2117,cloud,147
2118,secant,147
2119,subspace,146
2120,episode,146
2121,theoretical,146
2122,urban,146
2123,bc,146
2124,downloadable,146
2125,fire,146
2126,month,146
2127,trip,146
2128,semi,146
2129,effects,145
2130,factory,145
2131,seem,145
2132,poetry,145
2133,about,145
2134,labor,145
2135,sets,145
2136,bih,145
2137,amino,145
2138,magnet,145
2139,safely,144
2140,cards,144
2141,agriculture,144
2142,physician,144
2143,elaborate,144
2144,private,144
2145,craft,144
2146,fixed,144
2147,forest,144
2148,prelude,144
2149,binge,144
2150,ring,144
2151,ellipse,144
2152,numeral,144
2153,arch,144
2154,lindsay,143
2155,vegetable,143
2156,biotechnology,143
2157,approximately,143
2158,olvera,143
2159,expect,143
2160,firm,143
2161,stock,143
2162,bias,143
2163,fly,142
2164,damage,142
2165,spreadsheet,142
2166,push,142
2167,areas,142
2168,collision,142
2169,anyone,142
2170,specialist,142
2171,separation,142
2172,chinese,142
2173,pencil,142
2174,classic,142
2175,elastic,142
2176,capacitor,142
2177,syndrome,142
2178,workbook,141
2179,rotate,141
2180,scatter,141
2181,glossary,141
2182,complicated,141
2183,tense,141
2184,super,141
2185,fuse,141
2186,solids,141
2187,illustration,141
2188,looking,141
2189,pump,140
2190,lay,140
2191,believe,140
2192,modify,140
2193,ab,140
2194,bacterial,140
2195,centripetal,140
2196,prediction,140
2197,width,140
2198,refraction,140
2199,preserve,139
2200,simplifying,139
2201,redox,139
2202,remarkable,139
2203,engine,139
2204,phrases,139
2205,slide,139
2206,rome,139
2207,parenthesis,139
2208,additive,139
2209,coordination,138
2210,magnetism,138
2211,brother,138
2212,contents,138
2213,audio,138
2214,versa,138
2215,recover,138
2216,coordinated,138
2217,license,138
2218,diagonal,138
2219,climb,137
2220,pranayama,137
2221,atoms,137
2222,likely,137
2223,proper,137
2224,hair,137
2225,aromatic,137
2226,aldehyde,137
2227,contribute,136
2228,technological,136
2229,reduced,136
2230,news,136
2231,//www.prathamopenschool.org/coursecontent/videos/hi,136
2232,orbitals,136
2233,maths,136
2234,aflatoun,135
2235,fifth,135
2236,microsoft,135
2237,elementary,135
2238,fee,135
2239,dream,135
2240,enhance,135
2241,quarter,135
2242,plural,135
2243,wavelength,135
2244,wear,135
2245,×,135
2246,titration,135
2247,platform,135
2248,opponent,135
2249,bracket,134
2250,sustainable,134
2251,correlation,134
2252,trick,134
2253,formulas,134
2254,street,134
2255,practices,134
2256,mp,134
2257,speaker,134
2258,comfortable,134
2259,conceptual,133
2260,gather,133
2261,helpful,133
2262,diagrams,133
2263,regard,133
2264,thank,133
2265,digestive,133
2266,logarithms,133
2267,almost,133
2268,recognizing,132
2269,gender,132
2270,nclex,132
2271,sexual,132
2272,parameter,132
2273,jay,132
2274,constructing,132
2275,dribble,132
2276,highlight,132
2277,ticket,132
2278,requirement,132
2279,host,132
2280,audience,132
2281,capture,132
2282,paris,132
2283,anatomy,131
2284,script,131
2285,depth,131
2286,eukaryotic,131
2287,compost,131
2288,analytical,131
2289,york,131
2290,matrices,131
2291,dataset,131
2292,midpoint,131
2293,club,131
2294,update,131
2295,anti,131
2296,logical,131
2297,grip,131
2298,versus,130
2299,//www.prathamopenschool.org/coursecontent/videos/en,130
2300,homework,130
2301,accessible,130
2302,estimating,130
2303,saw,130
2304,playing,130
2305,odds,130
2306,bound,130
2307,van,130
2308,triple,130
2309,kim,130
2310,transmit,129
2311,purchase,129
2312,camera,129
2313,command,129
2314,neuron,129
2315,taiji,129
2316,dimensions,129
2317,.net,129
2318,notice,129
2319,rather,129
2320,extreme,128
2321,indicator,128
2322,vary,128
2323,feedback,128
2324,minor,128
2325,events,128
2326,spin,128
2327,vehicle,128
2328,friendship,128
2329,facilitate,127
2330,shoot,127
2331,graphics,127
2332,entropy,127
2333,dividend,127
2334,glucose,127
2335,did,127
2336,sat,127
2337,wide,127
2338,ecological,126
2339,exit,126
2340,quite,126
2341,institute,126
2342,apple,126
2343,algebraically,126
2344,miratus,126
2345,currently,126
2346,features,126
2347,oliveira,126
2348,notes,126
2349,residue,126
2350,cardio,126
2351,ifrc,126
2352,kill,126
2353,passive,125
2354,correction,125
2355,disaster,125
2356,developing,125
2357,writer,125
2358,empirical,125
2359,pie,125
2360,hormone,125
2361,letters,125
2362,bed,125
2363,accurately,125
2364,unwritten,124
2365,insect,124
2366,grouping,124
2367,paul,124
2368,amazing,124
2369,monetary,124
2370,edit,124
2371,meiosis,124
2372,asymptote,124
2373,instagram,124
2374,tiny,124
2375,concepts,124
2376,screen,124
2377,mail,124
2378,surround,124
2379,france,123
2380,farm,123
2381,disseminate,123
2382,setup,123
2383,send,123
2384,hosting,123
2385,pure,123
2386,running,123
2387,excel,123
2388,conjugate,123
2389,successful,123
2390,torque,123
2391,intensive,123
2392,vessel,122
2393,hyperbola,122
2394,monomial,122
2395,african,122
2396,completing,122
2397,maintenance,122
2398,accuracy,122
2399,quarts,122
2400,scope,122
2401,frog,122
2402,circumstance,122
2403,gallery,121
2404,compounds,121
2405,products,121
2406,americans,121
2407,css,121
2408,distinction,121
2409,royalty,121
2410,slow,121
2411,boy,121
2412,birth,120
2413,partnership,120
2414,guitar,120
2415,supriya,120
2416,physiology,120
2417,agreement,120
2418,stroke,120
2419,setting,120
2420,emotion,120
2421,radio,120
2422,printing,120
2423,crisis,119
2424,crawl,119
2425,river,119
2426,kit,119
2427,lcm,119
2428,station,119
2429,swing,119
2430,disk,119
2431,ether,119
2432,official,119
2433,leader,119
2434,beta,119
2435,custom,119
2436,ruler,119
2437,trial,118
2438,danosongs,118
2439,orthogonal,118
2440,fight,118
2441,diabetes,118
2442,thin,118
2443,incompetech,118
2444,endocrine,118
2445,unemployment,118
2446,fat,118
2447,illustrate,118
2448,in,118
2449,practise,118
2450,defend,117
2451,profile,117
2452,factory.sikana.how,117
2453,measures,117
2454,clothes,117
2455,combinations,117
2456,habitat,117
2457,rich,117
2458,towards,117
2459,nouns,117
2460,kick,117
2461,diet,117
2462,graduate,117
2463,boat,117
2464,leading,116
2465,dias,116
2466,closed,116
2467,mortgage,116
2468,intersect,116
2469,categorical,116
2470,al,116
2471,bone,116
2472,department,116
2473,industrial,116
2474,relations,116
2475,selecting,116
2476,fourier,116
2477,dry,116
2478,induction,116
2479,a1,116
2480,chloride,115
2481,breakdown,115
2482,marker,115
2483,pull,115
2484,responsible,115
2485,dollar,115
2486,balancing,115
2487,taking,115
2488,differences,115
2489,atmospheric,115
2490,twitter,115
2491,balanced,115
2492,clearly,115
2493,molecules,115
2494,flag,115
2495,pedal,115
2496,puzzle,115
2497,immunity,114
2498,showing,114
2499,handling,114
2500,speaking,114
2501,conclude,114
2502,ketone,114
2503,assume,114
2504,orientation,114
2505,aih,114
2506,wish,114
2507,harder,114
2508,mapping,114
2509,monomials,114
2510,improvement,114
2511,classifying,113
2512,j,113
2513,neutron,113
2514,ohm,113
2515,typical,113
2516,ecosystems,113
2517,fair,113
2518,inform,113
2519,extra,113
2520,manager,113
2521,homogeneous,113
2522,exploring,113
2523,trecho,113
2524,renewable,113
2525,patient,113
2526,cake,113
2527,carefully,112
2528,instructor,112
2529,heavy,112
2530,synthesize,112
2531,package,112
2532,western,112
2533,//instagram,112
2534,completely,112
2535,spot,112
2536,sebastião,112
2537,metals,112
2538,with/sikanainternational,112
2539,commercial,112
2540,optimization,112
2541,alignment,112
2542,processes,112
2543,dedicate,112
2544,hiv,112
2545,concern,112
2546,tv/en,112
2547,geography,112
2548,soccer,112
2549,chicken,111
2550,sn1,111
2551,dialogue,111
2552,applying,111
2553,recycle,111
2554,calendar,111
2555,euler,111
2556,methodology,111
2557,scratch,111
2558,fruits,111
2559,permutation,111
2560,suit,111
2561,structural,111
2562,payment,111
2563,ngo,111
2564,//smarthistory.org/seeing,111
2565,sex,111
2566,better,111
2567,three,110
2568,nepal,110
2569,//www.facebook,110
2570,democracy,110
2571,//factory,110
2572,shadow,110
2573,arrange,110
2574,with/sikana,110
2575,benzene,110
2576,operator,110
2577,arise,110
2578,associative,110
2579,stack,110
2580,transforming,110
2581,volleyball,110
2582,sigma,110
2583,iron,110
2584,don,110
2585,magic,110
2586,removal,110
2587,clothing,109
2588,coffee,109
2589,catch,109
2590,astronomy,109
2591,investigation,109
2592,ordering,109
2593,viruses,109
2594,lie,109
2595,outer,109
2596,mysql,109
2597,tale,109
2598,gold,109
2599,republic,109
2600,multivariable,109
2601,chest,108
2602,gd,108
2603,tv/en/sport/badminton,108
2604,alone,108
2605,gravitational,108
2606,pulmonary,108
2607,parabola,108
2608,experiments,108
2609,implementation,108
2610,generator,108
2611,engineer,108
2612,identities,108
2613,stone,108
2614,calculations,107
2615,orbit,107
2616,pints,107
2617,neutral,107
2618,california,107
2619,orbital,107
2620,commutative,107
2621,edition,107
2622,maclaurin,107
2623,band,107
2624,summarize,107
2625,cc,107
2626,instructions,107
2627,your,106
2628,stokes,106
2629,simplification,106
2630,maybe,106
2631,religion,106
2632,manually,106
2633,sharp,106
2634,forming,106
2635,publish,106
2636,rates,106
2637,combined,106
2638,trees,105
2639,summer,105
2640,sentences,105
2641,around,105
2642,textbook,105
2643,mammal,105
2644,anything,105
2645,margin,105
2646,traffic,105
2647,e2,105
2648,template,105
2649,iit,105
2650,rails,105
2651,washington,104
2652,spider,104
2653,poster,104
2654,male,104
2655,east,104
2656,failure,104
2657,starting,104
2658,vba,104
2659,efficient,104
2660,conversions,104
2661,enzymes,104
2662,die,104
2663,breastfeeding,104
2664,portrait,104
2665,inertia,104
2666,seeing,104
2667,differents,104
2668,jee,104
2669,representing,104
2670,conflict,103
2671,cups,103
2672,proteins,103
2673,institution,103
2674,colour,103
2675,educator,103
2676,surf,103
2677,finger,103
2678,geometrical,103
2679,san,103
2680,reasons,103
2681,recent,103
2682,files,103
2683,breath,102
2684,supplement,102
2685,marble,102
2686,hero,102
2687,london,102
2688,tire,102
2689,frequently,102
2690,proposal,102
2691,contingency,102
2692,naming,102
2693,amendment,102
2694,counter,102
2695,behave,102
2696,artery,101
2697,a2,101
2698,indication,101
2699,over,101
2700,polygons,101
2701,lateral,101
2702,brake,101
2703,rope,101
2704,numeration,101
2705,gmat,101
2706,visualization,101
2707,asset,101
2708,compute,101
2709,combustion,101
2710,null,101
2711,outside,101
2712,request,101
2713,gibbs,100
2714,acquisition,100
2715,exterior,100
2716,convex,100
2717,behaviour,100
2718,premiers,100
2719,terms,100
